Vec #3651,	True Class: 2,	Predicted Class: 2,	Sum of LL: -1094.8763973041619
Vec #3652,	True Class: 2,	Predicted Class: 2,	Sum of LL: -1159.3277326892112
Vec #3653,	True Class: 2,	Predicted Class: 2,	Sum of LL: -1184.5415640250058
Vec #3654,	True Class: 2,	Predicted Class: 2,	Sum of LL: -1200.6979617131394
Vec #3655,	True Class: 1,	Predicted Class: 2,	Sum of LL: -1206.3815288816572
Vec #3656,	True Class: 2,	Predicted Class: 2,	Sum of LL: -1240.0136611121263
Vec #3657,	True Class: 2,	Predicted Class: 2,	Sum of LL: -1284.753977879419
Vec #3658,	True Class: 2,	Predicted Class: 2,	Sum of LL: -1330.5870108275542
Vec #3659,	True Class: 1,	Predicted Class: 2,	Sum of LL: -1308.4609527769765
Vec #3660,	True Class: 2,	Predicted Class: 2,	Sum of LL: -1323.0736619262489
Vec #3661,	True Class: 1,	Predicted Class: 2,	Sum of LL: -1330.9515664442724
Vec #3662,	True Class: 2,	Predicted Class: 2,	Sum of LL: -1340.9448261284606
Vec #3663,	True Class: 2,	Predicted Class: 2,	Sum of LL: -1366.6271523034118
Vec #3664,	True Class: 2,	Predicted Class: 2,	Sum of LL: -1414.3620131691985
Vec #3665,	True Class: 2,	Predicted Class: 2,	Sum of LL: -1425.983628598062
Vec #3666,	True Class: 1,	Predicted Class: 2,	Sum of LL: -1407.3720231372968
Vec #3667,	True Class: 2,	Predicted Class: 2,	Sum of LL: -1436.9769981234767
Vec #3668,	True Class: 2,	Predicted Class: 2,	Sum of LL: -1480.88080171419
Vec #3669,	True Class: 1,	Predicted Class: 2,	Sum of LL: -1475.7922906963456
Vec #3670,	True Class: 2,	Predicted Class: 2,	Sum of LL: -1512.7901327512889
Vec #3671,	True Class: 1,	Predicted Class: 2,	Sum of LL: -1512.8603439496785
Vec #3672,	True Class: 1,	Predicted Class: 2,	Sum of LL: -1518.685093645855
Vec #3673,	True Class: 1,	Predicted Class: 2,	Sum of LL: -1518.3936242421753
Vec #3674,	True Class: 2,	Predicted Class: 2,	Sum of LL: -1555.3249712090005
Vec #3675,	True Class: 1,	Predicted Class: 2,	Sum of LL: -1543.3146551023897
Vec #3676,	True Class: 2,	Predicted Class: 2,	Sum of LL: -1568.1769763280288
Vec #3677,	True Class: 2,	Predicted Class: 2,	Sum of LL: -1595.111945275292
Vec #3678,	True Class: 2,	Predicted Class: 2,	Sum of LL: -1611.6557914980517
Vec #3679,	True Class: 1,	Predicted Class: 2,	Sum of LL: -1584.9067852515082
Vec #3680,	True Class: 1,	Predicted Class: 2,	Sum of LL: -1607.2598708956994
Vec #3681,	True Class: 1,	Predicted Class: 2,	Sum of LL: -1616.465169503743
Vec #3682,	True Class: 2,	Predicted Class: 2,	Sum of LL: -1650.6530246981674
Vec #3683,	True Class: 2,	Predicted Class: 2,	Sum of LL: -1685.0395702278165
Vec #3684,	True Class: 1,	Predicted Class: 2,	Sum of LL: -1663.0084374707615
Vec #3685,	True Class: 2,	Predicted Class: 2,	Sum of LL: -1706.268470811941
Vec #3686,	True Class: 2,	Predicted Class: 2,	Sum of LL: -1743.4750562615573
Vec #3687,	True Class: 2,	Predicted Class: 2,	Sum of LL: -1777.3825575234268
Vec #3688,	True Class: 2,	Predicted Class: 2,	Sum of LL: -1794.5153278718126
Vec #3689,	True Class: 2,	Predicted Class: 2,	Sum of LL: -1817.9966295574823
Vec #3690,	True Class: 2,	Predicted Class: 2,	Sum of LL: -1833.9558662916295
Vec #3691,	True Class: 2,	Predicted Class: 2,	Sum of LL: -1867.2964913967114
Vec #3692,	True Class: 2,	Predicted Class: 2,	Sum of LL: -1903.807696926449
Vec #3693,	True Class: 2,	Predicted Class: 2,	Sum of LL: -1926.6164574093607
Vec #3694,	True Class: 2,	Predicted Class: 2,	Sum of LL: -1962.236627224372
Vec #3695,	True Class: 1,	Predicted Class: 2,	Sum of LL: -1951.5050966596746
Vec #3696,	True Class: 2,	Predicted Class: 2,	Sum of LL: -1977.4984946418076
Vec #3697,	True Class: 2,	Predicted Class: 2,	Sum of LL: -1993.967674984812
Vec #3698,	True Class: 1,	Predicted Class: 2,	Sum of LL: -1996.6335785200474
Vec #3699,	True Class: 2,	Predicted Class: 2,	Sum of LL: -2016.2651711057617
Vec #3700,	True Class: 2,	Predicted Class: 2,	Sum of LL: -2039.424518281648
Vec #3701,	True Class: 2,	Predicted Class: 2,	Sum of LL: -2045.9632673493486
Vec #3702,	True Class: 2,	Predicted Class: 2,	Sum of LL: -2093.218135618999
Vec #3703,	True Class: 2,	Predicted Class: 2,	Sum of LL: -2129.9925867701854
Vec #3704,	True Class: 2,	Predicted Class: 2,	Sum of LL: -2141.148116652447
Vec #3705,	True Class: 1,	Predicted Class: 2,	Sum of LL: -2124.565760915771
Vec #3706,	True Class: 2,	Predicted Class: 2,	Sum of LL: -2147.0677666450597
Vec #3707,	True Class: 1,	Predicted Class: 2,	Sum of LL: -2141.0257490281047
Vec #3708,	True Class: 1,	Predicted Class: 2,	Sum of LL: -2144.612530830026
Vec #3709,	True Class: 1,	Predicted Class: 2,	Sum of LL: -2125.760408798222
Vec #3710,	True Class: 1,	Predicted Class: 2,	Sum of LL: -2118.7558858313123
Vec #3711,	True Class: 2,	Predicted Class: 2,	Sum of LL: -2172.805251832547
Vec #3712,	True Class: 1,	Predicted Class: 2,	Sum of LL: -2181.6673379875833
Vec #3713,	True Class: 2,	Predicted Class: 2,	Sum of LL: -2200.7804019270566
Vec #3714,	True Class: 2,	Predicted Class: 2,	Sum of LL: -2216.889034951728
Vec #3715,	True Class: 2,	Predicted Class: 2,	Sum of LL: -2239.110322088745
Vec #3716,	True Class: 2,	Predicted Class: 2,	Sum of LL: -2323.45335238199
Vec #3717,	True Class: 2,	Predicted Class: 2,	Sum of LL: -2339.1167837142343
Vec #3718,	True Class: 2,	Predicted Class: 2,	Sum of LL: -2386.4028045566406
Vec #3719,	True Class: 2,	Predicted Class: 2,	Sum of LL: -2422.6903196228272
Vec #3720,	True Class: 1,	Predicted Class: 2,	Sum of LL: -2407.259651562926
Vec #3721,	True Class: 2,	Predicted Class: 2,	Sum of LL: -2459.2227303316004
Vec #3722,	True Class: 2,	Predicted Class: 2,	Sum of LL: -2462.337974668502
Vec #3723,	True Class: 2,	Predicted Class: 2,	Sum of LL: -2493.0376162443586
Vec #3724,	True Class: 1,	Predicted Class: 2,	Sum of LL: -2488.3116342661665
Vec #3725,	True Class: 2,	Predicted Class: 2,	Sum of LL: -2537.1466466700026
Vec #3726,	True Class: 1,	Predicted Class: 2,	Sum of LL: -2539.3032708455294
Vec #3727,	True Class: 2,	Predicted Class: 2,	Sum of LL: -2567.0098031994944
Vec #3728,	True Class: 1,	Predicted Class: 2,	Sum of LL: -2571.1369046662317
Vec #3729,	True Class: 2,	Predicted Class: 2,	Sum of LL: -2626.7733971379976
Vec #3730,	True Class: 2,	Predicted Class: 2,	Sum of LL: -2652.84769345695
Vec #3731,	True Class: 2,	Predicted Class: 2,	Sum of LL: -2694.4371542048534
Vec #3732,	True Class: 2,	Predicted Class: 2,	Sum of LL: -2715.4300179583734
Vec #3733,	True Class: 2,	Predicted Class: 2,	Sum of LL: -2782.7105392650096
Vec #3734,	True Class: 2,	Predicted Class: 2,	Sum of LL: -2810.50326524372
Vec #3735,	True Class: 2,	Predicted Class: 2,	Sum of LL: -2859.6430351539125
Vec #3736,	True Class: 2,	Predicted Class: 2,	Sum of LL: -2913.488079606996
Vec #3737,	True Class: 2,	Predicted Class: 2,	Sum of LL: -2944.0596610555735
Vec #3738,	True Class: 2,	Predicted Class: 2,	Sum of LL: -2964.179332233419
Vec #3739,	True Class: 1,	Predicted Class: 2,	Sum of LL: -2952.8057834378283
Vec #3740,	True Class: 2,	Predicted Class: 2,	Sum of LL: -2999.7875465334864
Vec #3741,	True Class: 2,	Predicted Class: 2,	Sum of LL: -3048.539968528001
Vec #3742,	True Class: 2,	Predicted Class: 2,	Sum of LL: -3111.290154966113
Vec #3743,	True Class: 2,	Predicted Class: 2,	Sum of LL: -3168.042498795997
Vec #3744,	True Class: 1,	Predicted Class: 2,	Sum of LL: -3153.8738356225676
Vec #3745,	True Class: 2,	Predicted Class: 2,	Sum of LL: -3200.8833194931594
Vec #3746,	True Class: 2,	Predicted Class: 2,	Sum of LL: -3269.2457927462638
Vec #3747,	True Class: 2,	Predicted Class: 2,	Sum of LL: -3285.6186762441025
Vec #3748,	True Class: 1,	Predicted Class: 2,	Sum of LL: -3289.089318524652
Vec #3749,	True Class: 2,	Predicted Class: 2,	Sum of LL: -3301.6814529556896
Vec #3750,	True Class: 2,	Predicted Class: 2,	Sum of LL: -3305.327876147894
Vec #3751,	True Class: 1,	Predicted Class: 2,	Sum of LL: -3292.6279904951807
Vec #3752,	True Class: 2,	Predicted Class: 2,	Sum of LL: -3323.9798336065282
Vec #3753,	True Class: 2,	Predicted Class: 2,	Sum of LL: -3354.000972626717
Vec #3754,	True Class: 2,	Predicted Class: 2,	Sum of LL: -3460.7045639890953
Vec #3755,	True Class: 1,	Predicted Class: 2,	Sum of LL: -3463.070580593493
Vec #3756,	True Class: 1,	Predicted Class: 2,	Sum of LL: -3454.053706443171
Vec #3757,	True Class: 2,	Predicted Class: 2,	Sum of LL: -3500.2498300803563
Vec #3758,	True Class: 1,	Predicted Class: 2,	Sum of LL: -3489.522196818878
Vec #3759,	True Class: 2,	Predicted Class: 2,	Sum of LL: -3531.3576804726063
Vec #3760,	True Class: 2,	Predicted Class: 2,	Sum of LL: -3580.6912124477403
Vec #3761,	True Class: 2,	Predicted Class: 2,	Sum of LL: -3647.959071616978
Vec #3762,	True Class: 2,	Predicted Class: 2,	Sum of LL: -3669.581752583221
Vec #3763,	True Class: 2,	Predicted Class: 2,	Sum of LL: -3776.285343945599
Vec #3764,	True Class: 1,	Predicted Class: 2,	Sum of LL: -3768.0447679012873
Vec #3765,	True Class: 1,	Predicted Class: 2,	Sum of LL: -3784.5291038523733
Vec #3766,	True Class: 2,	Predicted Class: 2,	Sum of LL: -3793.2000122924696
Vec #3767,	True Class: 2,	Predicted Class: 2,	Sum of LL: -3832.102340599995
Vec #3768,	True Class: 2,	Predicted Class: 2,	Sum of LL: -3852.3387272051177
Vec #3769,	True Class: 2,	Predicted Class: 2,	Sum of LL: -3915.295949915774
Vec #3770,	True Class: 1,	Predicted Class: 2,	Sum of LL: -3885.577308995142
Vec #3771,	True Class: 2,	Predicted Class: 2,	Sum of LL: -3947.044461816511
Vec #3772,	True Class: 2,	Predicted Class: 2,	Sum of LL: -3970.0042604831287
Vec #3773,	True Class: 2,	Predicted Class: 2,	Sum of LL: -3995.58408372684
Vec #3774,	True Class: 2,	Predicted Class: 2,	Sum of LL: -4064.4306514143786
Vec #3775,	True Class: 2,	Predicted Class: 2,	Sum of LL: -4112.618132887607
Vec #3776,	True Class: 2,	Predicted Class: 2,	Sum of LL: -4187.842397223067
Vec #3777,	True Class: 2,	Predicted Class: 2,	Sum of LL: -4215.46276685119
Vec #3778,	True Class: 1,	Predicted Class: 2,	Sum of LL: -4209.221001520512
Vec #3779,	True Class: 2,	Predicted Class: 2,	Sum of LL: -4217.867154780697
Vec #3780,	True Class: 2,	Predicted Class: 2,	Sum of LL: -4246.310328051416
Vec #3781,	True Class: 2,	Predicted Class: 2,	Sum of LL: -4274.336515330444
Vec #3782,	True Class: 2,	Predicted Class: 2,	Sum of LL: -4299.739947029679
Vec #3783,	True Class: 1,	Predicted Class: 2,	Sum of LL: -4287.746119350679
Vec #3784,	True Class: 2,	Predicted Class: 2,	Sum of LL: -4315.82358449034
Vec #3785,	True Class: 2,	Predicted Class: 2,	Sum of LL: -4346.448535173594
Vec #3786,	True Class: 1,	Predicted Class: 2,	Sum of LL: -4327.411153830299
Vec #3787,	True Class: 1,	Predicted Class: 2,	Sum of LL: -4329.530365641913
Vec #3788,	True Class: 2,	Predicted Class: 2,	Sum of LL: -4368.072842214743
Vec #3789,	True Class: 1,	Predicted Class: 2,	Sum of LL: -4377.343947231552
Vec #3790,	True Class: 1,	Predicted Class: 2,	Sum of LL: -4372.646820037347
Vec #3791,	True Class: 2,	Predicted Class: 2,	Sum of LL: -4388.2361692533
Vec #3792,	True Class: 2,	Predicted Class: 2,	Sum of LL: -4421.738894854298
Vec #3793,	True Class: 1,	Predicted Class: 2,	Sum of LL: -4404.518138222615
Vec #3794,	True Class: 2,	Predicted Class: 2,	Sum of LL: -4417.781125320834
Vec #3795,	True Class: 1,	Predicted Class: 2,	Sum of LL: -4437.1694882262445
Vec #3796,	True Class: 2,	Predicted Class: 2,	Sum of LL: -4463.311653661986
Vec #3797,	True Class: 2,	Predicted Class: 2,	Sum of LL: -4513.022242171961
Vec #3798,	True Class: 1,	Predicted Class: 2,	Sum of LL: -4507.124811364345
Vec #3799,	True Class: 1,	Predicted Class: 2,	Sum of LL: -4492.641630994391
Vec #3800,	True Class: 2,	Predicted Class: 2,	Sum of LL: -4521.606653616856
Vec #3801,	True Class: 2,	Predicted Class: 2,	Sum of LL: -4556.8201343379
Vec #3802,	True Class: 2,	Predicted Class: 2,	Sum of LL: -4588.607196532479
Vec #3803,	True Class: 2,	Predicted Class: 2,	Sum of LL: -4624.66058469808
Vec #3804,	True Class: 1,	Predicted Class: 2,	Sum of LL: -4602.993077665215
Vec #3805,	True Class: 2,	Predicted Class: 2,	Sum of LL: -4631.199417294393
Vec #3806,	True Class: 2,	Predicted Class: 2,	Sum of LL: -4637.9978229435865
Vec #3807,	True Class: 2,	Predicted Class: 2,	Sum of LL: -4665.46609793673
Vec #3808,	True Class: 2,	Predicted Class: 2,	Sum of LL: -4694.511737940696
Vec #3809,	True Class: 2,	Predicted Class: 2,	Sum of LL: -4710.6823035345205
Vec #3810,	True Class: 2,	Predicted Class: 2,	Sum of LL: -4750.663103258007
Vec #3811,	True Class: 2,	Predicted Class: 2,	Sum of LL: -4789.766187427753
Vec #3812,	True Class: 2,	Predicted Class: 2,	Sum of LL: -4800.98067426109
Vec #3813,	True Class: 2,	Predicted Class: 2,	Sum of LL: -4834.1685763977175
Vec #3814,	True Class: 1,	Predicted Class: 2,	Sum of LL: -4835.21420098677
Vec #3815,	True Class: 2,	Predicted Class: 2,	Sum of LL: -4865.070043478678
Vec #3816,	True Class: 2,	Predicted Class: 2,	Sum of LL: -4920.0796237270015
Vec #3817,	True Class: 2,	Predicted Class: 2,	Sum of LL: -4942.261010693109
Vec #3818,	True Class: 2,	Predicted Class: 2,	Sum of LL: -4986.314456757624
Vec #3819,	True Class: 1,	Predicted Class: 2,	Sum of LL: -4944.722951011365
Vec #3820,	True Class: 1,	Predicted Class: 2,	Sum of LL: -4928.053563379325
Vec #3821,	True Class: 1,	Predicted Class: 2,	Sum of LL: -4926.503713358972
Vec #3822,	True Class: 2,	Predicted Class: 2,	Sum of LL: -4953.637354995359
Vec #3823,	True Class: 1,	Predicted Class: 2,	Sum of LL: -4932.285957099638
Vec #3824,	True Class: 2,	Predicted Class: 2,	Sum of LL: -4949.507712318993
Vec #3825,	True Class: 2,	Predicted Class: 2,	Sum of LL: -4981.151445073772
Vec #3826,	True Class: 2,	Predicted Class: 2,	Sum of LL: -5014.107953956648
Vec #3827,	True Class: 2,	Predicted Class: 2,	Sum of LL: -5042.918147965221
Vec #3828,	True Class: 2,	Predicted Class: 2,	Sum of LL: -5067.233838863734
Vec #3829,	True Class: 1,	Predicted Class: 2,	Sum of LL: -5067.047430265374
Vec #3830,	True Class: 2,	Predicted Class: 2,	Sum of LL: -5102.6697758384635
Vec #3831,	True Class: 2,	Predicted Class: 2,	Sum of LL: -5148.304753299099
Vec #3832,	True Class: 1,	Predicted Class: 2,	Sum of LL: -5111.5655694684
Vec #3833,	True Class: 2,	Predicted Class: 2,	Sum of LL: -5133.995768083116
Vec #3834,	True Class: 2,	Predicted Class: 2,	Sum of LL: -5223.435751394821
Vec #3835,	True Class: 2,	Predicted Class: 2,	Sum of LL: -5249.945920624497
Vec #3836,	True Class: 1,	Predicted Class: 2,	Sum of LL: -5246.732759102511
Vec #3837,	True Class: 2,	Predicted Class: 2,	Sum of LL: -5278.8685482780475
Vec #3838,	True Class: 2,	Predicted Class: 2,	Sum of LL: -5304.714927100927
Vec #3839,	True Class: 2,	Predicted Class: 2,	Sum of LL: -5351.016647499228
Vec #3840,	True Class: 2,	Predicted Class: 2,	Sum of LL: -5384.27943641422
Vec #3841,	True Class: 2,	Predicted Class: 2,	Sum of LL: -5419.840688152728
Vec #3842,	True Class: 2,	Predicted Class: 2,	Sum of LL: -5445.585276544466
Vec #3843,	True Class: 1,	Predicted Class: 2,	Sum of LL: -5438.805827186964
Vec #3844,	True Class: 1,	Predicted Class: 2,	Sum of LL: -5453.607026655966
Vec #3845,	True Class: 2,	Predicted Class: 2,	Sum of LL: -5501.147862262339
Vec #3846,	True Class: 2,	Predicted Class: 2,	Sum of LL: -5517.325302866634
Vec #3847,	True Class: 1,	Predicted Class: 2,	Sum of LL: -5501.730721478432
Vec #3848,	True Class: 1,	Predicted Class: 2,	Sum of LL: -5492.221156367746
Vec #3849,	True Class: 1,	Predicted Class: 2,	Sum of LL: -5492.252928162961
Vec #3850,	True Class: 2,	Predicted Class: 2,	Sum of LL: -5534.587497233288
Vec #3851,	True Class: 2,	Predicted Class: 2,	Sum of LL: -5592.7572923089765
Vec #3852,	True Class: 1,	Predicted Class: 2,	Sum of LL: -5570.278593318141
Vec #3853,	True Class: 2,	Predicted Class: 2,	Sum of LL: -5604.501496522385
Vec #3854,	True Class: 1,	Predicted Class: 2,	Sum of LL: -5584.271002042077
Vec #3855,	True Class: 1,	Predicted Class: 2,	Sum of LL: -5591.292443086763
Vec #3856,	True Class: 2,	Predicted Class: 2,	Sum of LL: -5620.4685001141725
Vec #3857,	True Class: 2,	Predicted Class: 2,	Sum of LL: -5641.966074142316
Vec #3858,	True Class: 1,	Predicted Class: 2,	Sum of LL: -5624.827479679041
Vec #3859,	True Class: 2,	Predicted Class: 2,	Sum of LL: -5656.940943752463
Vec #3860,	True Class: 2,	Predicted Class: 2,	Sum of LL: -5671.773437659079
Vec #3861,	True Class: 2,	Predicted Class: 2,	Sum of LL: -5708.142725125468
Vec #3862,	True Class: 1,	Predicted Class: 2,	Sum of LL: -5709.009549211145
Vec #3863,	True Class: 1,	Predicted Class: 2,	Sum of LL: -5719.952044102737
Vec #3864,	True Class: 1,	Predicted Class: 2,	Sum of LL: -5711.007278665001
Vec #3865,	True Class: 2,	Predicted Class: 2,	Sum of LL: -5746.416866318507
Vec #3866,	True Class: 2,	Predicted Class: 2,	Sum of LL: -5798.33421489886
Vec #3867,	True Class: 1,	Predicted Class: 2,	Sum of LL: -5799.618346532986
Vec #3868,	True Class: 1,	Predicted Class: 2,	Sum of LL: -5800.546519623047
Vec #3869,	True Class: 1,	Predicted Class: 2,	Sum of LL: -5760.906095736658
Vec #3870,	True Class: 1,	Predicted Class: 2,	Sum of LL: -5768.413211710497
Vec #3871,	True Class: 1,	Predicted Class: 2,	Sum of LL: -5764.323652615506
Vec #3872,	True Class: 1,	Predicted Class: 2,	Sum of LL: -5779.153390296443
Vec #3873,	True Class: 2,	Predicted Class: 2,	Sum of LL: -5819.5983512496405
Vec #3874,	True Class: 1,	Predicted Class: 2,	Sum of LL: -5815.5058008829155
Vec #3875,	True Class: 2,	Predicted Class: 2,	Sum of LL: -5853.837447937942
Vec #3876,	True Class: 2,	Predicted Class: 2,	Sum of LL: -5879.342415475867
Vec #3877,	True Class: 2,	Predicted Class: 2,	Sum of LL: -5936.459720373362
Vec #3878,	True Class: 1,	Predicted Class: 2,	Sum of LL: -5943.534539458297
Vec #3879,	True Class: 2,	Predicted Class: 2,	Sum of LL: -5949.163881352417
Vec #3880,	True Class: 2,	Predicted Class: 2,	Sum of LL: -5969.047237402546
Vec #3881,	True Class: 2,	Predicted Class: 2,	Sum of LL: -5993.71089768867
Vec #3882,	True Class: 1,	Predicted Class: 2,	Sum of LL: -5998.862167436922
Vec #3883,	True Class: 2,	Predicted Class: 2,	Sum of LL: -6036.051855806298
Vec #3884,	True Class: 2,	Predicted Class: 2,	Sum of LL: -6049.642375688835
Vec #3885,	True Class: 2,	Predicted Class: 2,	Sum of LL: -6052.0225016108125
Vec #3886,	True Class: 1,	Predicted Class: 2,	Sum of LL: -6039.911800803015
Vec #3887,	True Class: 2,	Predicted Class: 2,	Sum of LL: -6103.259702399779
Vec #3888,	True Class: 2,	Predicted Class: 2,	Sum of LL: -6137.886754533777
Vec #3889,	True Class: 2,	Predicted Class: 2,	Sum of LL: -6174.005645753542
Vec #3890,	True Class: 2,	Predicted Class: 2,	Sum of LL: -6189.193370003924
Vec #3891,	True Class: 2,	Predicted Class: 2,	Sum of LL: -6226.792585663114
Vec #3892,	True Class: 1,	Predicted Class: 2,	Sum of LL: -6221.799576795318
Vec #3893,	True Class: 2,	Predicted Class: 2,	Sum of LL: -6258.5136570109735
Vec #3894,	True Class: 2,	Predicted Class: 2,	Sum of LL: -6305.751423549625
Vec #3895,	True Class: 2,	Predicted Class: 2,	Sum of LL: -6344.685909780219
Vec #3896,	True Class: 2,	Predicted Class: 2,	Sum of LL: -6368.29839973364
Vec #3897,	True Class: 1,	Predicted Class: 2,	Sum of LL: -6388.43615151472
Vec #3898,	True Class: 2,	Predicted Class: 2,	Sum of LL: -6408.669646118625
Vec #3899,	True Class: 2,	Predicted Class: 2,	Sum of LL: -6435.618620575978
Vec #3900,	True Class: 2,	Predicted Class: 2,	Sum of LL: -6469.853950051729
Vec #3901,	True Class: 2,	Predicted Class: 2,	Sum of LL: -6506.553622282108
Vec #3902,	True Class: 1,	Predicted Class: 2,	Sum of LL: -6525.034998073226
Vec #3903,	True Class: 2,	Predicted Class: 2,	Sum of LL: -6541.671547912016
Vec #3904,	True Class: 1,	Predicted Class: 2,	Sum of LL: -6544.863830947081
Vec #3905,	True Class: 1,	Predicted Class: 2,	Sum of LL: -6521.5434604362545
Vec #3906,	True Class: 2,	Predicted Class: 2,	Sum of LL: -6548.65700524861
Vec #3907,	True Class: 2,	Predicted Class: 2,	Sum of LL: -6574.976848690668
Vec #3908,	True Class: 2,	Predicted Class: 2,	Sum of LL: -6591.160670801605
Vec #3909,	True Class: 2,	Predicted Class: 2,	Sum of LL: -6614.0277073059915
Vec #3910,	True Class: 2,	Predicted Class: 2,	Sum of LL: -6672.9567615546775
Vec #3911,	True Class: 2,	Predicted Class: 2,	Sum of LL: -6691.4937254919405
Vec #3912,	True Class: 2,	Predicted Class: 2,	Sum of LL: -6728.343214168783
Vec #3913,	True Class: 2,	Predicted Class: 2,	Sum of LL: -6757.235925216907
Vec #3914,	True Class: 2,	Predicted Class: 2,	Sum of LL: -6774.874974446275
Vec #3915,	True Class: 2,	Predicted Class: 2,	Sum of LL: -6809.927366019291
Vec #3916,	True Class: 1,	Predicted Class: 2,	Sum of LL: -6805.362630809587
Vec #3917,	True Class: 1,	Predicted Class: 2,	Sum of LL: -6802.346380918668
Vec #3918,	True Class: 2,	Predicted Class: 2,	Sum of LL: -6813.35753722895
Vec #3919,	True Class: 1,	Predicted Class: 2,	Sum of LL: -6793.006861675295
Vec #3920,	True Class: 1,	Predicted Class: 2,	Sum of LL: -6798.845791435045
Vec #3921,	True Class: 2,	Predicted Class: 2,	Sum of LL: -6839.720113241751
Vec #3922,	True Class: 2,	Predicted Class: 2,	Sum of LL: -6861.631390037692
Vec #3923,	True Class: 1,	Predicted Class: 2,	Sum of LL: -6862.055250160312
Vec #3924,	True Class: 2,	Predicted Class: 2,	Sum of LL: -6914.171481268757
